inquiry_id,department,inquiry_type,channel,student_type,quarter,month,day_of_week,time_slot,staff_member,wait_time_min,service_time_min,resolution,escalated,callback_required,satisfaction_score
11633,Student Business Services,Payment Plan,Email,Prospective,Fall 2024,Oct,Tuesday,10-12 PM,Staff F,22.9,9.3,Resolved on First Contact,No,No,4.6
11634,Admissions,Transfer Credits,Email,Undergraduate,Summer 2025,Aug,Wednesday,10-12 PM,Staff G,9.5,11.5,Resolved on First Contact,No,No,3.5
11635,General Inquiry,General Question,Walk-In,Parent/Guardian,Spring 2025,May,Monday,2-4 PM,Staff H,7.3,3.7,Referred to Another Office,No,No,3.3
11636,Financial Aid,Award Letter,Virtual Appointment,Graduate,Fall 2024,Dec,Wednesday,10-12 PM,Staff B,7.6,19.3,Referred to Another Office,No,No,3.7
11637,Registrar,Transcript Request,Walk-In,Undergraduate,Fall 2024,Oct,Tuesday,12-2 PM,Staff C,19.8,22.6,Resolved on First Contact,No,No,3.4
11638,Financial Aid,Award Letter,Phone,Undergraduate,Spring 2025,Apr,Thursday,12-2 PM,Staff B,12.5,12.4,Follow-Up Required,No,Yes,2.9
11639,General Inquiry,Department Referral,Email,Undergraduate,Fall 2024,Sep,Wednesday,8-10 AM,Staff A,8.6,15.2,Resolved on First Contact,No,No,4.0
11640,General Inquiry,Complaint,Email,Prospective,Fall 2024,Oct,Tuesday,2-4 PM,Staff H,26.1,11.5,Follow-Up Required,No,Yes,2.3
11641,Registrar,Transcript Request,Virtual Appointment,Undergraduate,Winter 2025,Mar,Tuesday,8-10 AM,Staff E,12.3,16.4,Follow-Up Required,No,No,3.7
11642,Admissions,Transfer Credits,Walk-In,Undergraduate,Fall 2024,Oct,Friday,2-4 PM,Staff G,24.5,15.3,Resolved on First Contact,No,No,4.2
11643,Registrar,Enrollment Verification,Email,Undergraduate,Winter 2025,Jan,Monday,10-12 PM,Staff F,4.2,4.8,Follow-Up Required,No,No,3.5
11644,Student Business Services,Account Hold,Walk-In,Undergraduate,Fall 2024,Oct,Monday,12-2 PM,Staff E,10.2,8.5,Follow-Up Required,No,Yes,3.6
11645,Financial Aid,Award Letter,Email,Graduate,Fall 2024,Sep,Monday,10-12 PM,Staff E,9.9,15.4,Resolved on First Contact,No,No,4.0
11646,Admissions,Transfer Credits,Email,Graduate,Spring 2025,May,Friday,10-12 PM,Staff F,0.5,7.4,Resolved on First Contact,No,No,5.0
11647,Financial Aid,Award Letter,Phone,Undergraduate,Winter 2025,Mar,Friday,10-12 PM,Staff D,0.8,10.0,Referred to Another Office,No,No,4.2
11648,Admissions,Residency,Walk-In,Undergraduate,Fall 2024,Oct,Thursday,12-2 PM,Staff G,10.2,9.7,Escalated to Department,Yes,No,5.0
11649,Admissions,Residency,Email,Undergraduate,Fall 2024,Nov,Friday,12-2 PM,Staff H,14.0,2.7,Follow-Up Required,No,Yes,3.5
11650,Student Business Services,Refund Status,Walk-In,Graduate,Winter 2025,Mar,Monday,2-4 PM,Staff G,5.2,24.6,Resolved on First Contact,No,No,4.0
11651,Financial Aid,Work-Study,Walk-In,Prospective,Fall 2024,Oct,Friday,10-12 PM,Staff C,9.7,21.2,Resolved on First Contact,No,No,5.0
11652,Registrar,Graduation Check,Email,Undergraduate,Fall 2024,Nov,Monday,12-2 PM,Staff A,27.1,3.1,Follow-Up Required,No,No,1.4
11653,Financial Aid,FAFSA Status,Phone,Undergraduate,Fall 2024,Nov,Monday,12-2 PM,Staff F,4.7,19.5,Resolved on First Contact,No,No,5.0
11654,Registrar,Enrollment Verification,Email,Undergraduate,Spring 2025,Apr,Monday,8-10 AM,Staff H,6.2,2.2,Resolved on First Contact,No,No,4.2
11655,Financial Aid,Loan Questions,Walk-In,Parent/Guardian,Spring 2025,Apr,Wednesday,10-12 PM,Staff E,13.2,7.9,Resolved on First Contact,No,No,4.4
11656,General Inquiry,General Question,Walk-In,Undergraduate,Spring 2025,Jun,Thursday,10-12 PM,Staff A,30.5,8.5,Resolved on First Contact,No,No,3.6
11657,Student Business Services,Account Hold,Email,Undergraduate,Spring 2025,May,Tuesday,10-12 PM,Staff A,18.4,10.2,Resolved on First Contact,No,No,4.8
11658,Registrar,Grade Change,Phone,Undergraduate,Spring 2025,Jun,Friday,10-12 PM,Staff D,4.6,13.9,Resolved on First Contact,No,No,3.1
11659,Registrar,Enrollment Verification,Walk-In,Undergraduate,Winter 2025,Feb,Wednesday,12-2 PM,Staff E,27.8,16.3,Resolved on First Contact,No,No,3.3
11660,Registrar,Enrollment Verification,Email,Graduate,Spring 2025,Apr,Monday,10-12 PM,Staff B,4.5,6.2,Escalated to Department,Yes,No,5.0
11661,Student Business Services,Refund Status,Phone,Undergraduate,Fall 2024,Oct,Wednesday,12-2 PM,Staff A,12.9,18.4,Resolved on First Contact,No,No,4.4
11662,Registrar,Transcript Request,Phone,Undergraduate,Spring 2025,Jun,Thursday,2-4 PM,Staff E,2.4,4.0,Resolved on First Contact,No,No,3.7
11663,General Inquiry,General Question,Phone,Graduate,Spring 2025,Jun,Friday,12-2 PM,Staff G,8.1,19.3,Escalated to Department,Yes,No,3.5
11664,Registrar,Enrollment Verification,Email,Undergraduate,Winter 2025,Mar,Wednesday,12-2 PM,Staff A,6.2,2.0,Resolved on First Contact,No,No,4.9
11665,General Inquiry,Complaint,Email,Graduate,Winter 2025,Mar,Wednesday,8-10 AM,Staff D,7.5,5.5,Resolved on First Contact,No,No,4.4
11666,Admissions,Transfer Credits,Email,Undergraduate,Fall 2024,Dec,Tuesday,2-4 PM,Staff D,13.2,4.5,Resolved on First Contact,No,No,4.2
11667,Financial Aid,FAFSA Status,Walk-In,Prospective,Spring 2025,Jun,Thursday,10-12 PM,Staff B,6.5,9.8,Escalated to Department,Yes,No,3.0
11668,General Inquiry,Hours/Location,Email,Undergraduate,Spring 2025,May,Friday,12-2 PM,Staff D,2.9,9.7,Follow-Up Required,No,Yes,3.1
11669,Financial Aid,Loan Questions,Phone,Parent/Guardian,Summer 2025,Jul,Monday,2-4 PM,Staff H,10.7,25.5,Resolved on First Contact,No,No,2.8
11670,Admissions,Residency,Phone,Undergraduate,Fall 2024,Sep,Friday,12-2 PM,Staff E,8.4,2.9,Follow-Up Required,No,Yes,3.1
11671,Registrar,Graduation Check,Walk-In,Undergraduate,Spring 2025,Jun,Wednesday,12-2 PM,Staff F,8.4,2.0,Referred to Another Office,No,No,4.9
11672,Admissions,Admission Decision,Email,Prospective,Winter 2025,Feb,Tuesday,10-12 PM,Staff D,8.8,3.6,Resolved on First Contact,No,No,4.0
11673,Admissions,Transfer Credits,Email,Prospective,Summer 2025,Aug,Friday,8-10 AM,Staff F,22.2,6.8,Follow-Up Required,No,Yes,3.3
11674,Admissions,Residency,Walk-In,Undergraduate,Winter 2025,Mar,Wednesday,12-2 PM,Staff B,5.6,15.8,Resolved on First Contact,No,No,3.1
11675,Admissions,Transfer Credits,Walk-In,Parent/Guardian,Winter 2025,Mar,Tuesday,8-10 AM,Staff G,10.8,9.6,Resolved on First Contact,No,No,4.3
11676,Registrar,Transcript Request,Email,Undergraduate,Winter 2025,Feb,Monday,12-2 PM,Staff C,0.7,2.0,Resolved on First Contact,No,No,4.3
11677,Financial Aid,Work-Study,Walk-In,Graduate,Spring 2025,Jun,Tuesday,8-10 AM,Staff A,8.8,23.4,Escalated to Department,Yes,No,3.2
11678,Registrar,Transcript Request,Virtual Appointment,Undergraduate,Summer 2025,Aug,Friday,2-4 PM,Staff H,1.5,7.4,Follow-Up Required,No,Yes,3.6
11679,Financial Aid,Work-Study,Phone,Undergraduate,Fall 2024,Dec,Wednesday,8-10 AM,Staff A,12.4,20.2,Follow-Up Required,No,Yes,3.3
11680,Student Business Services,Refund Status,Phone,Undergraduate,Fall 2024,Oct,Friday,10-12 PM,Staff E,15.3,9.3,Resolved on First Contact,No,No,4.1
11681,Registrar,Grade Change,Walk-In,Graduate,Summer 2025,Jul,Tuesday,12-2 PM,Staff B,7.3,11.1,Resolved on First Contact,No,No,4.3
11682,General Inquiry,Hours/Location,Walk-In,Undergraduate,Winter 2025,Jan,Monday,10-12 PM,Staff B,18.0,13.8,Follow-Up Required,No,Yes,2.0
11683,Student Business Services,Account Hold,Virtual Appointment,Undergraduate,Spring 2025,Jun,Monday,10-12 PM,Staff B,4.7,10.7,Resolved on First Contact,No,No,3.3
11684,Admissions,Residency,Walk-In,Parent/Guardian,Winter 2025,Feb,Wednesday,10-12 PM,Staff A,7.7,14.1,Resolved on First Contact,No,No,3.9
11685,Financial Aid,Work-Study,Email,Undergraduate,Fall 2024,Sep,Friday,10-12 PM,Staff D,12.9,11.2,Resolved on First Contact,No,No,5.0
11686,Admissions,Application Status,Walk-In,Undergraduate,Spring 2025,May,Thursday,10-12 PM,Staff A,8.8,9.7,Resolved on First Contact,No,No,3.2
11687,General Inquiry,Complaint,Walk-In,Graduate,Spring 2025,Jun,Tuesday,10-12 PM,Staff A,7.1,19.5,Resolved on First Contact,No,No,4.8
11688,Registrar,Grade Change,Walk-In,Undergraduate,Fall 2024,Sep,Friday,12-2 PM,Staff A,23.3,13.8,Follow-Up Required,No,Yes,4.7
11689,Student Business Services,1098-T,Phone,Undergraduate,Fall 2024,Oct,Thursday,10-12 PM,Staff G,16.8,17.4,Resolved on First Contact,No,No,4.1
11690,Admissions,Orientation,Virtual Appointment,Undergraduate,Spring 2025,Apr,Monday,2-4 PM,Staff G,12.9,15.7,Follow-Up Required,No,No,3.4
11691,Financial Aid,Loan Questions,Walk-In,Undergraduate,Fall 2024,Sep,Thursday,10-12 PM,Staff D,15.9,19.9,Resolved on First Contact,No,No,4.7
11692,Registrar,Grade Change,Walk-In,Parent/Guardian,Summer 2025,Aug,Tuesday,8-10 AM,Staff C,6.5,13.8,Escalated to Department,Yes,No,3.6
11693,Registrar,Grade Change,Walk-In,Undergraduate,Fall 2024,Dec,Monday,10-12 PM,Staff E,23.7,18.2,Resolved on First Contact,No,No,3.4
11694,Financial Aid,Scholarship Inquiry,Phone,Undergraduate,Winter 2025,Jan,Tuesday,2-4 PM,Staff C,6.2,12.3,Escalated to Department,Yes,No,3.7
11695,Registrar,Add/Drop,Walk-In,Undergraduate,Summer 2025,Aug,Wednesday,8-10 AM,Staff C,16.0,12.7,Resolved on First Contact,No,No,3.8
11696,Financial Aid,Work-Study,Email,Undergraduate,Spring 2025,Apr,Wednesday,12-2 PM,Staff A,13.6,11.5,Follow-Up Required,No,Yes,4.9
11697,Financial Aid,Award Letter,Phone,Undergraduate,Winter 2025,Jan,Tuesday,10-12 PM,Staff H,14.7,17.7,Resolved on First Contact,No,No,4.1
11698,Financial Aid,FAFSA Status,Phone,Graduate,Spring 2025,Apr,Monday,8-10 AM,Staff C,4.0,13.5,Follow-Up Required,No,Yes,4.4
11699,General Inquiry,Complaint,Walk-In,Graduate,Fall 2024,Dec,Thursday,2-4 PM,Staff A,31.2,3.9,Resolved on First Contact,No,No,5.0
11700,Registrar,Enrollment Verification,Virtual Appointment,Prospective,Fall 2024,Nov,Friday,10-12 PM,Staff A,12.6,16.0,Resolved on First Contact,No,No,4.2
11701,General Inquiry,Department Referral,Walk-In,Undergraduate,Summer 2025,Jul,Thursday,10-12 PM,Staff E,11.9,24.1,Resolved on First Contact,No,No,3.7
11702,Registrar,Graduation Check,Walk-In,Undergraduate,Spring 2025,May,Tuesday,2-4 PM,Staff B,14.6,17.4,Escalated to Department,Yes,No,3.0
11703,Registrar,Add/Drop,Phone,Parent/Guardian,Spring 2025,Apr,Tuesday,12-2 PM,Staff A,0.4,16.3,Resolved on First Contact,No,No,4.6
11704,Registrar,Enrollment Verification,Phone,Undergraduate,Winter 2025,Feb,Monday,2-4 PM,Staff G,4.0,13.3,Follow-Up Required,No,Yes,4.0
11705,Registrar,Graduation Check,Walk-In,Parent/Guardian,Fall 2024,Nov,Monday,12-2 PM,Staff C,26.0,11.2,Referred to Another Office,No,No,3.3
11706,Financial Aid,FAFSA Status,Walk-In,Prospective,Fall 2024,Nov,Wednesday,12-2 PM,Staff E,10.4,16.5,Resolved on First Contact,No,No,4.6
11707,Student Business Services,Account Hold,Email,Parent/Guardian,Winter 2025,Mar,Wednesday,2-4 PM,Staff F,4.3,10.5,Referred to Another Office,No,No,4.2
11708,Financial Aid,FAFSA Status,Walk-In,Undergraduate,Spring 2025,Jun,Thursday,8-10 AM,Staff F,9.2,13.8,Resolved on First Contact,No,No,3.9
11709,Student Business Services,Payment Plan,Email,Undergraduate,Winter 2025,Feb,Thursday,12-2 PM,Staff F,3.5,2.7,Escalated to Department,Yes,No,3.8
11710,Student Business Services,Payment Plan,Phone,Graduate,Spring 2025,Apr,Tuesday,12-2 PM,Staff C,6.6,16.0,Referred to Another Office,No,No,3.2
11711,Financial Aid,Loan Questions,Walk-In,Graduate,Fall 2024,Oct,Tuesday,8-10 AM,Staff B,45.0,15.6,Referred to Another Office,No,No,3.0
11712,Financial Aid,Scholarship Inquiry,Phone,Undergraduate,Winter 2025,Jan,Thursday,10-12 PM,Staff D,5.4,22.7,Resolved on First Contact,No,No,2.4
11713,Admissions,Residency,Walk-In,Prospective,Fall 2024,Nov,Tuesday,8-10 AM,Staff H,18.8,15.7,Escalated to Department,Yes,No,2.8
11714,Registrar,Graduation Check,Email,Undergraduate,Winter 2025,Jan,Monday,12-2 PM,Staff B,14.4,2.0,Resolved on First Contact,No,No,5.0
11715,Financial Aid,Award Letter,Phone,Undergraduate,Fall 2024,Nov,Tuesday,10-12 PM,Staff H,11.0,25.6,Resolved on First Contact,No,No,4.8
11716,General Inquiry,Complaint,Walk-In,Prospective,Summer 2025,Aug,Tuesday,2-4 PM,Staff E,5.8,9.4,Resolved on First Contact,No,No,4.9
11717,Financial Aid,Loan Questions,Phone,Undergraduate,Fall 2024,Dec,Monday,8-10 AM,Staff B,10.8,15.2,Resolved on First Contact,No,No,4.6
11718,Student Business Services,Tuition Payment,Virtual Appointment,Undergraduate,Summer 2025,Jul,Friday,12-2 PM,Staff F,24.5,6.6,Follow-Up Required,No,Yes,3.0
11719,General Inquiry,Hours/Location,Walk-In,Undergraduate,Winter 2025,Feb,Friday,10-12 PM,Staff B,8.3,13.3,Resolved on First Contact,No,No,3.3
11720,Financial Aid,Scholarship Inquiry,Virtual Appointment,Undergraduate,Summer 2025,Jul,Monday,12-2 PM,Staff E,8.2,19.1,Referred to Another Office,No,No,3.5
11721,Financial Aid,Scholarship Inquiry,Walk-In,Undergraduate,Winter 2025,Feb,Monday,12-2 PM,Staff E,30.6,25.6,Follow-Up Required,No,No,1.0
11722,Financial Aid,Loan Questions,Walk-In,Undergraduate,Summer 2025,Jul,Thursday,12-2 PM,Staff F,17.8,21.3,Escalated to Department,Yes,No,4.4
11723,Registrar,Add/Drop,Walk-In,Undergraduate,Fall 2024,Nov,Monday,2-4 PM,Staff G,18.3,9.5,Escalated to Department,Yes,No,3.7
11724,Financial Aid,FAFSA Status,Walk-In,Prospective,Spring 2025,Jun,Tuesday,2-4 PM,Staff C,33.4,8.1,Escalated to Department,Yes,No,3.8
11725,Student Business Services,Payment Plan,Walk-In,Parent/Guardian,Summer 2025,Aug,Monday,8-10 AM,Staff H,6.5,12.1,Resolved on First Contact,No,No,3.9
11726,Financial Aid,Work-Study,Walk-In,Undergraduate,Fall 2024,Oct,Tuesday,10-12 PM,Staff A,20.9,22.2,Resolved on First Contact,No,No,2.6
11727,Registrar,Enrollment Verification,Virtual Appointment,Undergraduate,Fall 2024,Dec,Thursday,12-2 PM,Staff D,8.2,10.0,Resolved on First Contact,No,No,4.4
11728,General Inquiry,Department Referral,Email,Undergraduate,Winter 2025,Feb,Thursday,10-12 PM,Staff D,3.6,2.5,Resolved on First Contact,No,No,4.7
11729,Admissions,Application Status,Email,Graduate,Summer 2025,Jul,Monday,8-10 AM,Staff F,5.9,8.8,Resolved on First Contact,No,No,4.2
11730,Student Business Services,Payment Plan,Walk-In,Graduate,Winter 2025,Jan,Tuesday,12-2 PM,Staff G,8.3,13.3,Follow-Up Required,No,Yes,4.0
11731,Registrar,Enrollment Verification,Walk-In,Parent/Guardian,Winter 2025,Feb,Monday,10-12 PM,Staff D,8.0,9.7,Resolved on First Contact,No,No,3.9
11732,Student Business Services,1098-T,Walk-In,Undergraduate,Fall 2024,Oct,Monday,10-12 PM,Staff B,10.5,11.3,Resolved on First Contact,No,No,4.5
11733,Registrar,Add/Drop,Email,Prospective,Fall 2024,Oct,Friday,2-4 PM,Staff E,5.2,8.5,Resolved on First Contact,No,No,4.7
11734,Registrar,Enrollment Verification,Virtual Appointment,Undergraduate,Spring 2025,May,Thursday,10-12 PM,Staff H,3.3,17.1,Resolved on First Contact,No,No,5.0
11735,Financial Aid,Scholarship Inquiry,Walk-In,Parent/Guardian,Fall 2024,Nov,Wednesday,8-10 AM,Staff G,22.0,19.6,Follow-Up Required,No,Yes,4.0
11736,Admissions,Application Status,Walk-In,Graduate,Spring 2025,Jun,Thursday,8-10 AM,Staff E,6.8,2.4,Follow-Up Required,No,Yes,2.8
11737,Registrar,Grade Change,Phone,Undergraduate,Summer 2025,Aug,Friday,2-4 PM,Staff F,6.1,19.8,Referred to Another Office,No,No,3.5
11738,Financial Aid,Loan Questions,Walk-In,Graduate,Fall 2024,Dec,Thursday,2-4 PM,Staff E,20.0,20.8,Resolved on First Contact,No,No,3.6
11739,Registrar,Enrollment Verification,Walk-In,Prospective,Spring 2025,Jun,Monday,12-2 PM,Staff H,7.2,13.5,Resolved on First Contact,No,No,5.0
11740,Registrar,Graduation Check,Phone,Undergraduate,Fall 2024,Oct,Monday,10-12 PM,Staff A,24.6,14.1,Resolved on First Contact,No,No,3.5
11741,Admissions,Admission Decision,Email,Undergraduate,Spring 2025,Jun,Thursday,2-4 PM,Staff E,16.1,10.9,Referred to Another Office,No,No,3.6
11742,Student Business Services,Tuition Payment,Walk-In,Undergraduate,Fall 2024,Nov,Tuesday,12-2 PM,Staff E,11.3,16.9,Resolved on First Contact,No,No,4.2
11743,Admissions,Transfer Credits,Walk-In,Undergraduate,Spring 2025,Apr,Friday,2-4 PM,Staff G,41.6,7.2,Resolved on First Contact,No,No,4.2
11744,Financial Aid,Scholarship Inquiry,Virtual Appointment,Undergraduate,Fall 2024,Sep,Thursday,12-2 PM,Staff H,15.8,19.5,Resolved on First Contact,No,No,3.3
11745,Registrar,Enrollment Verification,Walk-In,Parent/Guardian,Winter 2025,Mar,Friday,10-12 PM,Staff B,7.7,12.8,Resolved on First Contact,No,No,4.3
11746,Registrar,Add/Drop,Walk-In,Graduate,Winter 2025,Mar,Monday,10-12 PM,Staff C,14.1,14.1,Resolved on First Contact,No,No,5.0
11747,Financial Aid,Loan Questions,Walk-In,Graduate,Fall 2024,Nov,Friday,8-10 AM,Staff D,17.8,13.8,Follow-Up Required,No,Yes,3.5
11748,Financial Aid,Scholarship Inquiry,Walk-In,Graduate,Spring 2025,May,Tuesday,10-12 PM,Staff B,12.5,22.5,Follow-Up Required,No,No,5.0
11749,Admissions,Transfer Credits,Walk-In,Prospective,Fall 2024,Dec,Friday,12-2 PM,Staff B,18.9,9.2,Resolved on First Contact,No,No,3.6
11750,Financial Aid,Award Letter,Email,Parent/Guardian,Spring 2025,Apr,Monday,2-4 PM,Staff B,2.5,12.8,Resolved on First Contact,No,No,4.2
11751,Registrar,Add/Drop,Walk-In,Graduate,Fall 2024,Sep,Wednesday,12-2 PM,Staff D,42.9,9.5,Resolved on First Contact,No,No,4.5
11752,Financial Aid,Loan Questions,Walk-In,Undergraduate,Spring 2025,Apr,Thursday,10-12 PM,Staff F,20.6,12.0,Follow-Up Required,No,Yes,3.4
11753,Financial Aid,Work-Study,Phone,Undergraduate,Fall 2024,Nov,Wednesday,8-10 AM,Staff B,15.0,20.6,Escalated to Department,Yes,No,3.3
11754,Financial Aid,Work-Study,Phone,Undergraduate,Winter 2025,Feb,Wednesday,8-10 AM,Staff C,0.2,14.5,Escalated to Department,Yes,No,2.9
11755,General Inquiry,Department Referral,Email,Undergraduate,Fall 2024,Sep,Friday,10-12 PM,Staff F,14.1,8.7,Resolved on First Contact,No,No,3.8
11756,Admissions,Residency,Email,Undergraduate,Spring 2025,Apr,Wednesday,10-12 PM,Staff E,9.8,2.0,Follow-Up Required,No,Yes,5.0
11757,General Inquiry,General Question,Walk-In,Graduate,Fall 2024,Oct,Wednesday,12-2 PM,Staff C,24.4,2.9,Referred to Another Office,No,No,3.7
11758,Registrar,Transcript Request,Email,Graduate,Summer 2025,Aug,Monday,8-10 AM,Staff G,23.4,16.7,Follow-Up Required,No,No,3.9
11759,Financial Aid,FAFSA Status,Phone,Undergraduate,Summer 2025,Jul,Friday,2-4 PM,Staff H,19.8,24.9,Resolved on First Contact,No,No,3.8
11760,Registrar,Graduation Check,Virtual Appointment,Parent/Guardian,Fall 2024,Nov,Thursday,10-12 PM,Staff F,8.2,9.0,Follow-Up Required,No,Yes,4.0
11761,Registrar,Enrollment Verification,Phone,Undergraduate,Spring 2025,Apr,Tuesday,2-4 PM,Staff E,18.1,14.3,Follow-Up Required,No,Yes,3.6
11762,Admissions,Transfer Credits,Virtual Appointment,Graduate,Fall 2024,Sep,Monday,10-12 PM,Staff E,7.0,9.8,Resolved on First Contact,No,No,3.3
11763,Financial Aid,Award Letter,Email,Graduate,Winter 2025,Feb,Wednesday,8-10 AM,Staff B,3.5,16.3,Resolved on First Contact,No,No,4.0
11764,Registrar,Graduation Check,Walk-In,Graduate,Spring 2025,Apr,Monday,12-2 PM,Staff B,6.0,6.6,Follow-Up Required,No,Yes,3.4
11765,Financial Aid,Work-Study,Phone,Undergraduate,Spring 2025,May,Monday,12-2 PM,Staff D,17.2,11.1,Escalated to Department,Yes,No,5.0
11766,Registrar,Transcript Request,Virtual Appointment,Prospective,Spring 2025,Apr,Wednesday,10-12 PM,Staff A,21.0,12.1,Referred to Another Office,No,No,4.9
11767,Student Business Services,1098-T,Email,Undergraduate,Fall 2024,Sep,Monday,10-12 PM,Staff C,9.4,12.9,Resolved on First Contact,No,No,3.0
11768,Registrar,Enrollment Verification,Walk-In,Graduate,Winter 2025,Jan,Monday,8-10 AM,Staff D,11.7,8.5,Follow-Up Required,No,Yes,3.1
11769,Registrar,Graduation Check,Email,Undergraduate,Fall 2024,Nov,Thursday,12-2 PM,Staff D,37.0,2.0,Resolved on First Contact,No,No,3.8
11770,Registrar,Transcript Request,Walk-In,Graduate,Spring 2025,May,Monday,2-4 PM,Staff C,11.7,18.3,Referred to Another Office,No,No,3.8
11771,Registrar,Graduation Check,Walk-In,Undergraduate,Winter 2025,Feb,Tuesday,8-10 AM,Staff H,10.5,9.7,Resolved on First Contact,No,No,4.2
11772,Admissions,Application Status,Walk-In,Prospective,Spring 2025,Jun,Monday,10-12 PM,Staff F,10.6,9.7,Resolved on First Contact,No,No,5.0
11773,Admissions,Application Status,Walk-In,Undergraduate,Fall 2024,Dec,Wednesday,2-4 PM,Staff G,18.5,18.2,Resolved on First Contact,No,No,3.9
11774,General Inquiry,Campus Resources,Email,Prospective,Fall 2024,Nov,Thursday,10-12 PM,Staff C,28.7,19.2,Follow-Up Required,No,No,4.9
11775,Admissions,Admission Decision,Walk-In,Prospective,Fall 2024,Nov,Thursday,12-2 PM,Staff E,12.7,13.6,Resolved on First Contact,No,No,5.0
11776,Registrar,Graduation Check,Email,Undergraduate,Fall 2024,Oct,Tuesday,10-12 PM,Staff G,5.5,12.4,Follow-Up Required,No,Yes,3.7
11777,Student Business Services,Payment Plan,Walk-In,Undergraduate,Fall 2024,Dec,Monday,12-2 PM,Staff H,10.6,9.3,Resolved on First Contact,No,No,3.8
11778,Registrar,Grade Change,Walk-In,Graduate,Spring 2025,Apr,Monday,10-12 PM,Staff A,5.2,15.7,Resolved on First Contact,No,No,3.8
11779,Financial Aid,Scholarship Inquiry,Walk-In,Undergraduate,Summer 2025,Jul,Wednesday,10-12 PM,Staff H,11.5,21.3,Resolved on First Contact,No,No,5.0
11780,Admissions,Orientation,Walk-In,Undergraduate,Winter 2025,Mar,Friday,8-10 AM,Staff F,26.2,7.2,Resolved on First Contact,No,No,4.5
11781,Financial Aid,Work-Study,Walk-In,Undergraduate,Winter 2025,Mar,Monday,12-2 PM,Staff B,15.0,14.3,Resolved on First Contact,No,No,4.5
11782,General Inquiry,General Question,Walk-In,Graduate,Fall 2024,Dec,Tuesday,12-2 PM,Staff A,45.0,18.1,Follow-Up Required,No,Yes,1.6
11783,Registrar,Transcript Request,Phone,Undergraduate,Summer 2025,Jul,Monday,12-2 PM,Staff A,19.2,10.6,Resolved on First Contact,No,No,3.9
11784,Student Business Services,1098-T,Walk-In,Undergraduate,Fall 2024,Dec,Wednesday,12-2 PM,Staff H,14.4,22.1,Resolved on First Contact,No,No,4.0
11785,Student Business Services,Tuition Payment,Walk-In,Graduate,Summer 2025,Jul,Thursday,10-12 PM,Staff B,10.3,15.1,Resolved on First Contact,No,No,4.5
11786,Admissions,Application Status,Walk-In,Undergraduate,Winter 2025,Mar,Thursday,8-10 AM,Staff A,12.9,11.9,Resolved on First Contact,No,No,4.2
11787,Student Business Services,Account Hold,Email,Undergraduate,Fall 2024,Sep,Friday,2-4 PM,Staff F,7.9,15.9,Resolved on First Contact,No,No,4.0
11788,Student Business Services,Payment Plan,Virtual Appointment,Parent/Guardian,Summer 2025,Jul,Wednesday,10-12 PM,Staff F,7.5,25.3,Referred to Another Office,No,No,4.1
11789,Financial Aid,Work-Study,Phone,Graduate,Fall 2024,Sep,Monday,10-12 PM,Staff F,12.0,20.3,Resolved on First Contact,No,No,5.0
11790,Registrar,Enrollment Verification,Walk-In,Undergraduate,Winter 2025,Feb,Tuesday,8-10 AM,Staff D,13.2,12.9,Follow-Up Required,No,Yes,3.3
11791,Financial Aid,Scholarship Inquiry,Walk-In,Undergraduate,Winter 2025,Feb,Thursday,8-10 AM,Staff D,11.7,23.3,Follow-Up Required,No,No,3.0
11792,Student Business Services,Refund Status,Virtual Appointment,Graduate,Fall 2024,Sep,Wednesday,10-12 PM,Staff F,10.0,21.7,Resolved on First Contact,No,No,3.8
11793,Registrar,Graduation Check,Walk-In,Undergraduate,Winter 2025,Feb,Wednesday,2-4 PM,Staff B,12.5,14.7,Follow-Up Required,No,No,3.0
11794,Student Business Services,1098-T,Walk-In,Parent/Guardian,Spring 2025,May,Thursday,2-4 PM,Staff B,8.6,16.9,Resolved on First Contact,No,No,4.1
11795,Financial Aid,Loan Questions,Walk-In,Graduate,Spring 2025,May,Thursday,2-4 PM,Staff C,6.7,20.5,Resolved on First Contact,No,No,5.0
11796,Financial Aid,Award Letter,Walk-In,Parent/Guardian,Fall 2024,Nov,Friday,2-4 PM,Staff C,18.0,9.8,Escalated to Department,Yes,No,3.2
11797,Student Business Services,Tuition Payment,Walk-In,Prospective,Summer 2025,Jul,Wednesday,2-4 PM,Staff H,7.9,9.8,Follow-Up Required,No,No,2.9
11798,Financial Aid,Loan Questions,Email,Undergraduate,Fall 2024,Sep,Thursday,10-12 PM,Staff F,24.6,14.2,Referred to Another Office,No,No,3.0
11799,Financial Aid,Work-Study,Walk-In,Graduate,Fall 2024,Sep,Tuesday,10-12 PM,Staff G,13.8,13.1,Follow-Up Required,No,No,5.0
11800,Financial Aid,Loan Questions,Phone,Prospective,Fall 2024,Oct,Thursday,12-2 PM,Staff A,11.3,17.2,Resolved on First Contact,No,No,4.1
11801,General Inquiry,Hours/Location,Walk-In,Graduate,Fall 2024,Dec,Friday,10-12 PM,Staff A,15.8,13.0,Follow-Up Required,No,No,3.2
11802,Student Business Services,Account Hold,Walk-In,Undergraduate,Fall 2024,Nov,Tuesday,10-12 PM,Staff B,10.8,10.1,Follow-Up Required,No,No,2.4
